Ano;Município;populacao
2018;Itinga do Maranhão (MA);25932
2018;Itiquira (MT);13163
2018;Itirapina (SP);17922
2018;Itirapuã (SP);6453
2018;Itiruçu (BA);12624
2018;Itiúba (BA);36063
2018;Itobi (SP);7830
2018;Itororó (BA);20375
2018;Itu (SP);172268
2018;Ituaçu (BA);18889
2018;Ituberá (BA);28457
2018;Itueta (MG);6039
2018;Ituiutaba (MG);104067
2018;Itumbiara (GO);103652
2018;Itumirim (MG);6048
2018;Itupeva (SP);59649
2018;Itupiranga (PA);53182
2018;Ituporanga (SC);24812
2018;Iturama (MG);38822
2018;Itutinga (MG);3809
2018;Ituverava (SP);41598
2018;Iuiu (BA);10969
2018;Iúna (ES);29030
2018;Ivaí (PR);13791
2018;Ivaiporã (PR);32035
2018;Ivaté (PR);8128
2018;Ivatuba (PR);3238
2018;Ivinhema (MS);23140
2018;Ivolândia (GO);2406
2018;Ivorá (RS);1940
2018;Ivoti (RS);23880
2018;Jaboatão dos Guararapes (PE);697636
2018;Jaborá (SC);3955
2018;Jaborandi (BA);8496
2018;Jaborandi (SP);6911
2018;Jaboti (PR);5244
2018;Jaboticaba (RS);3848
2018;Jaboticabal (SP);76864
2018;Jaboticatubas (MG);19858
2018;Jaçanã (RN);9026
2018;Jacaraci (BA);14834
2018;Jacaraú (PB);14349
2018;Jacaré dos Homens (AL);5288
2018;Jacareacanga (PA);8899
2018;Jacareí (SP);231863
2018;Jacarezinho (PR);39435
2018;Jaci (SP);6934
2018;Jaciara (MT);27628
2018;Jacinto (MG);12329
2018;Jacinto Machado (SC);10457
2018;Jacobina (BA);80394
2018;Jacobina do Piauí (PI);5753
2018;Jacuí (MG);7681
2018;Jacuípe (AL);7036
2018;Jacuizinho (RS);2679
2018;Jacundá (PA);58457
2018;Jacupiranga (SP);17842
2018;Jacutinga (MG);25684
2018;Jacutinga (RS);3576
2018;Jaguapitã (PR);13494
2018;Jaguaquara (BA);54163
2018;Jaguaraçu (MG);3124
2018;Jaguarão (RS);26869
2018;Jaguarari (BA);33385
2018;Jaguaré (ES);29904
2018;Jaguaretama (CE);18102
2018;Jaguari (RS);10937
2018;Jaguariaíva (PR);34683
2018;Jaguaribara (CE);11359
2018;Jaguaribe (CE);34729
2018;Jaguaripe (BA);18588
2018;Jaguariúna (SP);56221
2018;Jaguaruana (CE);33967
2018;Jaguaruna (SC);19755
2018;Jaíba (MG);38413
2018;Jaicós (PI);19035
2018;Jales (SP);49011
2018;Jambeiro (SP);6485
2018;Jampruca (MG);5378
2018;Janaúba (MG);71265
2018;Jandaia (GO);6073
2018;Jandaia do Sul (PR);21122
2018;Jandaíra (BA);10691
2018;Jandaíra (RN);6863
2018;Jandira (SP);123481
2018;Janduís (RN);5289
2018;Jangada (MT);8366
2018;Janiópolis (PR);5400
2018;Januária (MG);67628
2018;Januário Cicco (RN);10087
2018;Japaraíba (MG);4314
2018;Japaratinga (AL);8317
2018;Japaratuba (SE);18576
2018;Japeri (RJ);103960
2018;Japi (RN);5117
2018;Japira (PR);4995
2018;Japoatã (SE);13085
2018;Japonvar (MG);8556
2018;Japorã (MS);8976
2018;Japurá (AM);3265
2018;Japurá (PR);9349
2018;Jaqueira (PE);11668
2018;Jaquirana (RS);3773
2018;Jaraguá (GO);49667
2018;Jaraguá do Sul (SC);174158
2018;Jaraguari (MS);7108
2018;Jaramataia (AL);5597
2018;Jardim (CE);27284
2018;Jardim (MS);25967
2018;Jardim Alegre (PR);11465
2018;Jardim de Angicos (RN);2617
2018;Jardim de Piranhas (RN);14730
2018;Jardim do Mulato (PI);4494
2018;Jardim do Seridó (RN);12395
2018;Jardim Olinda (PR);1343
2018;Jardinópolis (SC);1595
2018;Jardinópolis (SP);43774
2018;Jari (RS);3518
2018;Jarinu (SP);29456
2018;Jaru (RO);51933
2018;Jataí (GO);99674
2018;Jataizinho (PR);12536
2018;Jataúba (PE);17070
2018;Jateí (MS);4034
2018;Jati (CE);7902
2018;Jatobá (MA);9993
2018;Jatobá (PE);14740
2018;Jatobá do Piauí (PI);4855
2018;Jaú (SP);148581
2018;Jaú do Tocantins (TO);3819
2018;Jaupaci (GO);2898
2018;Jauru (MT);9006
2018;Jeceaba (MG);4973
2018;Jenipapo de Minas (MG);7645
2018;Jenipapo dos Vieiras (MA);16432
2018;Jequeri (MG);12460
2018;Jequiá da Praia (AL);11624
2018;Jequié (BA);155800
2018;Jequitaí (MG);7597
2018;Jequitibá (MG);5215
2018;Jequitinhonha (MG);25305
2018;Jeremoabo (BA);40232
2018;Jericó (PB);7732
2018;Jeriquara (SP);3168
2018;Jerônimo Monteiro (ES);11744
2018;Jerumenha (PI);4457
2018;Jesuânia (MG);4795
2018;Jesuítas (PR);8495
2018;Jesúpolis (GO);2474
2018;Jijoca de Jericoacoara (CE);19587
2018;Ji-Paraná (RO);127907
2018;Jiquiriçá (BA);14516
2018;Jitaúna (BA);11540
2018;Joaçaba (SC);29827
2018;Joaíma (MG);15410
2018;Joanésia (MG);4674
2018;Joanópolis (SP);13098
2018;João Alfredo (PE);33563
2018;João Câmara (RN);34747
2018;João Costa (PI);3010
2018;João Dias (RN);2655
2018;João Dourado (BA);24964
2018;João Lisboa (MA);23696
2018;João Monlevade (MG);79387
2018;João Neiva (ES);16614
2018;João Pessoa (PB);800323
2018;João Pinheiro (MG);48561
2018;João Ramalho (SP);4495
2018;Joaquim Felício (MG);4662
2018;Joaquim Gomes (AL);23903
2018;Joaquim Nabuco (PE);16036
2018;Joaquim Pires (PI);14332
2018;Joaquim Távora (PR);11803
2018;Joca Claudino (PB);2685
2018;Joca Marques (PI);5419
2018;Jóia (RS);8554
2018;Joinville (SC);583144
2018;Jordânia (MG);10780
2018;Jordão (AC);8159
2018;José Boiteux (SC);4985
2018;José Bonifácio (SP);36655
2018;José da Penha (RN);5957
2018;José de Freitas (PI);39072
2018;José Gonçalves de Minas (MG);4516
2018;José Raydan (MG);4938
2018;Joselândia (MA);16136
2018;Josenópolis (MG);4844
2018;Joviânia (GO);7372
2018;Juara (MT);34815
2018;Juarez Távora (PB);7896
2018;Juarina (TO);2202
2018;Juatuba (MG);26484
2018;Juazeirinho (PB);18041
2018;Juazeiro (BA);215183
2018;Juazeiro do Norte (CE);271926
2018;Juazeiro do Piauí (PI);5472
2018;Jucás (CE);24773
2018;Jucati (PE);11361
2018;Jucuruçu (BA);9272
2018;Jucurutu (RN);18274
2018;Juína (MT);40905
2018;Juiz de Fora (MG);564310
2018;Júlio Borges (PI);5614
2018;Júlio de Castilhos (RS);19364
2018;Júlio Mesquita (SP);4752
2018;Jumirim (SP);3315
2018;Junco do Maranhão (MA);3506
2018;Junco do Seridó (PB);7104
2018;Jundiá (AL);4175
2018;Jundiá (RN);3873
2018;Jundiaí (SP);414810
2018;Jundiaí do Sul (PR);3315
2018;Junqueiro (AL);24731
2018;Junqueirópolis (SP);20524
2018;Jupi (PE);14747
2018;Jupiá (SC);2110
2018;Juquiá (SP);18908
2018;Juquitiba (SP);31235
2018;Juramento (MG);4316
2018;Juranda (PR);7391
2018;Jurema (PE);15323
2018;Jurema (PI);4748
2018;Juripiranga (PB);10717
2018;Juru (PB);9886
2018;Juruá (AM);14312
2018;Juruaia (MG);10441
2018;Juruena (MT);15370
2018;Juruti (PA);56908
2018;Juscimeira (MT);11275
2018;Jussara (BA);15307
2018;Jussara (GO);18587
2018;Jussara (PR);6983
2018;Jussari (BA);5902
2018;Jussiape (BA);6406
2018;Jutaí (AM);14753
2018;Juti (MS);6638
2018;Juvenília (MG);5733
2018;Kaloré (PR);4154
2018;Lábrea (AM);45245
2018;Lacerdópolis (SC);2245
2018;Ladainha (MG);18026
2018;Ladário (MS);22968
2018;Lafaiete Coutinho (BA);3757
2018;Lagamar (MG);7627
2018;Lagarto (SE);103576
2018;Lages (SC);157743
2018;Lago da Pedra (MA);49911
2018;Lago do Junco (MA);10808
2018;Lago dos Rodrigues (MA);8889
2018;Lago Verde (MA);16199
2018;Lagoa (PB);4679
2018;Lagoa Alegre (PI);8504
2018;Lagoa Bonita do Sul (RS);2884
2018;Lagoa da Canoa (AL);17934
2018;Lagoa da Confusão (TO);13034
2018;Lagoa da Prata (MG);51601
2018;Lagoa d'Anta (RN);6728
2018;Lagoa de Dentro (PB);7643
2018;Lagoa de Itaenga (PE);21397
2018;Lagoa de Pedras (RN);7503
2018;Lagoa de São Francisco (PI);6738
2018;Lagoa de Velhos (RN);2731
2018;Lagoa do Barro do Piauí (PI);4653
2018;Lagoa do Carro (PE);17886
2018;Lagoa do Mato (MA);11235
2018;Lagoa do Ouro (PE);13065
2018;Lagoa do Piauí (PI);4052
2018;Lagoa do Sítio (PI);5154
2018;Lagoa do Tocantins (TO);4237
2018;Lagoa dos Gatos (PE);16262
2018;Lagoa dos Patos (MG);4124
2018;Lagoa dos Três Cantos (RS);1611
2018;Lagoa Dourada (MG);12953
2018;Lagoa Formosa (MG);17991
2018;Lagoa Grande (MG);9454
2018;Lagoa Grande (PE);25349
2018;Lagoa Grande do Maranhão (MA);11320
2018;Lagoa Nova (RN);15477
2018;Lagoa Real (BA);15555
2018;Lagoa Salgada (RN);8192
2018;Lagoa Santa (GO);1555
2018;Lagoa Santa (MG);63359
2018;Lagoa Seca (PB);27385
2018;Lagoa Vermelha (RS);27834
2018;Lagoão (RS);6442
2018;Lagoinha (SP);4903
2018;Lagoinha do Piauí (PI);2831
2018;Laguna (SC);45500
2018;Laguna Carapã (MS);7267
2018;Laje (BA);23638
2018;Laje do Muriaé (RJ);7386
2018;Lajeado (RS);82951
2018;Lajeado (TO);3101
2018;Lajeado do Bugre (RS);2561
2018;Lajeado Grande (SC);1437
2018;Lajeado Novo (MA);7496
2018;Lajedão (BA);3934
2018;Lajedinho (BA);3808
2018;Lajedo (PE);39982
2018;Lajedo do Tabocal (BA);8546
2018;Lajes (RN);11208
2018;Lajes Pintadas (RN);4755
2018;Lajinha (MG);19928
2018;Lamarão (BA);8430
2018;Lambari (MG);20719
2018;Lambari D'Oeste (MT);6059
2018;Lamim (MG);3404
2018;Landri Sales (PI);5307
2018;Lapa (PR);47909
2018;Lapão (BA);27170
2018;Laranja da Terra (ES);10961
2018;Laranjal (MG);6786
2018;Laranjal (PR);5921
2018;Laranjal do Jari (AP);49446
2018;Laranjal Paulista (SP);28240
2018;Laranjeiras (SE);29567
2018;Laranjeiras do Sul (PR);32006
2018;Lassance (MG);6522
2018;Lastro (PB);2749
2018;Laurentino (SC);6875
2018;Lauro de Freitas (BA);195095
2018;Lauro Müller (SC);15174
2018;Lavandeira (TO);1892
2018;Lavínia (SP);11667
2018;Lavras (MG);102728
2018;Lavras da Mangabeira (CE);31584
2018;Lavras do Sul (RS);7516
2018;Lavrinhas (SP);7207
2018;Leandro Ferreira (MG);3233
2018;Lebon Régis (SC);12099
2018;Leme (SP);102412
2018;Leme do Prado (MG);4915
2018;Lençóis (BA);11315
2018;Lençóis Paulista (SP);67859
2018;Leoberto Leal (SC);3083
2018;Leopoldina (MG);52532
2018;Leopoldo de Bulhões (GO);7643
2018;Leópolis (PR);3984
2018;Liberato Salzano (RS);5289
2018;Liberdade (MG);5109
2018;Licínio de Almeida (BA);12406
2018;Lidianópolis (PR);3391
2018;Lima Campos (MA);11867
2018;Lima Duarte (MG);16671
2018;Limeira (SP);303682
2018;Limeira do Oeste (MG);7481
2018;Limoeiro (PE);56302
2018;Limoeiro de Anadia (AL);28495
2018;Limoeiro do Ajuru (PA);28583
2018;Limoeiro do Norte (CE);59278
2018;Lindoeste (PR);4762
2018;Lindóia (SP);7864
2018;Lindóia do Sul (SC);4580
2018;Lindolfo Collor (RS);5980
2018;Linha Nova (RS);1708
2018;Linhares (ES);170364
2018;Lins (SP);77510
2018;Livramento (PB);7371
2018;Livramento de Nossa Senhora (BA);45388
2018;Lizarda (TO);3748
2018;Loanda (PR);22927
2018;Lobato (PR);4755
2018;Logradouro (PB);4294
2018;Londrina (PR);563943
2018;Lontra (MG);9008
2018;Lontras (SC);11942
2018;Lorena (SP);88276
2018;Loreto (MA);12098
2018;Lourdes (SP);2278
2018;Louveira (SP);47748
2018;Lucas do Rio Verde (MT);63411
2018;Lucélia (SP);21604
2018;Lucena (PB);12944
2018;Lucianópolis (SP);2385
2018;Luciara (MT);2099
2018;Lucrécia (RN);3966
2018;Luís Antônio (SP);14592
2018;Luís Correia (PI);30177
2018;Luís Domingues (MA);6917
2018;Luís Eduardo Magalhães (BA);84753
2018;Luís Gomes (RN);10086
2018;Luisburgo (MG);6275
2018;Luislândia (MG);6680
2018;Luiz Alves (SC);12609
2018;Luiziana (PR);7285
2018;Luiziânia (SP);5723
2018;Luminárias (MG);5454
2018;Lunardelli (PR);4845
2018;Lupércio (SP);4571
2018;Lupionópolis (PR);4894
2018;Lutécia (SP);2663
2018;Luz (MG);18172
2018;Luzerna (SC);5686
2018;Luziânia (GO);205023
2018;Luzilândia (PI);25467
2018;Luzinópolis (TO);3060
2018;Macaé (RJ);251631
2018;Macaíba (RN);79743
2018;Macajuba (BA);11364
2018;Maçambará (RS);4613
2018;Macambira (SE);6877
2018;Macapá (AP);493634
2018;Macaparana (PE);25278
2018;Macarani (BA);18592
2018;Macatuba (SP);17111
2018;Macau (RN);31584
2018;Macaubal (SP);8093
2018;Macaúbas (BA);49474
2018;Macedônia (SP);3704
2018;Maceió (AL);1012382
2018;Machacalis (MG);7110
2018;Machadinho (RS);5464
2018;Machadinho D'Oeste (RO);39097
2018;Machado (MG);41844
2018;Machados (PE);15851
2018;Macieira (SC);1784
2018;Macuco (RJ);5574
2018;Macururé (BA);7862
2018;Madalena (CE);19906
2018;Madeiro (PI);8276
2018;Madre de Deus (BA);20737
2018;Madre de Deus de Minas (MG);5087
2018;Mãe d'Água (PB);4020
2018;Mãe do Rio (PA);29917
2018;Maetinga (BA);3577
2018;Mafra (SC);56017
2018;Magalhães Barata (PA);8523
2018;Magalhães de Almeida (MA);19620
2018;Magda (SP);3136
2018;Magé (RJ);243657
2018;Maiquinique (BA);10016
2018;Mairi (BA);18753
2018;Mairinque (SP);46852
2018;Mairiporã (SP);98374
2018;Mairipotaba (GO);2373
2018;Major Gercino (SC);3430
2018;Major Isidoro (AL);19891
2018;Major Sales (RN);3978
2018;Major Vieira (SC);8048
2018;Malacacheta (MG);18700
2018;Malhada (BA);16830
2018;Malhada de Pedras (BA);8430
2018;Malhada dos Bois (SE);3665
2018;Malhador (SE);12581
2018;Mallet (PR);13595
2018;Malta (PB);5766
2018;Mamanguape (PB);44657
2018;Mambaí (GO);8680
2018;Mamborê (PR);13252
2018;Mamonas (MG);6532
2018;Mampituba (RS);2990
2018;Manacapuru (AM);96236
2018;Manaíra (PB);11092
2018;Manaquiri (AM);31147
2018;Manari (PE);21085
2018;Manaus (AM);2145444
2018;Mâncio Lima (AC);18638
2018;Mandaguaçu (PR);22531
2018;Mandaguari (PR);34281
2018;Mandirituba (PR);26411
2018;Manduri (SP);9780
2018;Manfrinópolis (PR);2639
2018;Manga (MG);18594
2018;Mangaratiba (RJ);43689
2018;Mangueirinha (PR);16787
2018;Manhuaçu (MG);89256
2018;Manhumirim (MG);22608
2018;Manicoré (AM);54907
2018;Manoel Emídio (PI);5348
2018;Manoel Ribas (PR);13494
2018;Manoel Urbano (AC);9336
2018;Manoel Viana (RS);7291
2018;Manoel Vitorino (BA);13397
2018;Mansidão (BA);13546
2018;Mantena (MG);27640
2018;Mantenópolis (ES);15194
2018;Maquiné (RS);6749
2018;Mar de Espanha (MG);12725
2018;Mar Vermelho (AL);3534
2018;Mara Rosa (GO);9646
2018;Maraã (AM);18186
2018;Marabá (PA);275086
2018;Marabá Paulista (SP);5757
2018;Maracaçumé (MA);21201
2018;Maracaí (SP);13967
2018;Maracajá (SC);7207
2018;Maracaju (MS);45932
2018;Maracanã (PA);29429
2018;Maracanaú (CE);226128
2018;Maracás (BA);21295
2018;Maragogi (AL);32369
2018;Maragogipe (BA);44555
2018;Maraial (PE);11473
2018;Marajá do Sena (MA);7810
2018;Maranguape (CE);127098
2018;Maranhãozinho (MA);16013
2018;Marapanim (PA);28220
2018;Marapoama (SP);2996
2018;Maratá (RS);2680
2018;Marataízes (ES);38108
2018;Maraú (BA);20518
2018;Marau (RS);43435
2018;Maravilha (AL);9326
2018;Maravilha (SC);25403
2018;Maravilhas (MG);7904
2018;Marcação (PB);8460
2018;Marcelândia (MT);10700
2018;Marcelino Ramos (RS);4488
2018;Marcelino Vieira (RN);8358
2018;Marcionílio Souza (BA);10434
2018;Marco (CE);27127
2018;Marcolândia (PI);8439
2018;Marcos Parente (PI);4550
2018;Marechal Cândido Rondon (PR);52379
2018;Marechal Deodoro (AL);51364
2018;Marechal Floriano (ES);16464
2018;Marechal Thaumaturgo (AC);18430
2018;Marema (SC);1846
2018;Mari (PB);21808
2018;Maria da Fé (MG);14136
2018;Maria Helena (PR);5720
2018;Marialva (PR);35180
2018;Mariana (MG);60142
2018;Mariana Pimentel (RS);3881
2018;Mariano Moro (RS);2054
2018;Marianópolis do Tocantins (TO);5094
2018;Mariápolis (SP);4077
2018;Maribondo (AL);13337
2018;Maricá (RJ);157789
2018;Marilac (MG);4134
2018;Marilândia (ES);12700
2018;Marilândia do Sul (PR);8858
2018;Marilena (PR);7067
2018;Marília (SP);237130
2018;Mariluz (PR);10354
2018;Maringá (PR);417010
2018;Marinópolis (SP);2117
2018;Mário Campos (MG);15207
2018;Mariópolis (PR);6586
2018;Maripá (PR);5624
2018;Maripá de Minas (MG);2959
2018;Marituba (PA);129321
2018;Marizópolis (PB);6565
2018;Marliéria (MG);4044
2018;Marmeleiro (PR);14346
2018;Marmelópolis (MG);2784
2018;Marques de Souza (RS);4024
2018;Marquinho (PR);4472
2018;Martinho Campos (MG);13330
2018;Martinópole (CE);11143
2018;Martinópolis (SP);26289
2018;Martins (RN);8692
2018;Martins Soares (MG);8299
2018;Maruim (SE);17153
2018;Marumbi (PR);4681
2018;Marzagão (GO);2223
2018;Mascote (BA);13931
2018;Massapê (CE);38424
2018;Massapê do Piauí (PI);6434
2018;Massaranduba (PB);13742
2018;Massaranduba (SC);16704
2018;Mata (RS);4864
2018;Mata de São João (BA);46014
2018;Mata Grande (AL);25226
2018;Mata Roma (MA);16679
2018;Mata Verde (MG);8526
2018;Matão (SP);82702
2018;Mataraca (PB);8327
2018;Mateiros (TO);2638
2018;Matelândia (PR);17775
2018;Materlândia (MG);4482
2018;Mateus Leme (MG);30798
2018;Mathias Lobato (MG);3227
2018;Matias Barbosa (MG);14385
2018;Matias Cardoso (MG);11050
2018;Matias Olímpio (PI);10913
2018;Matina (BA);12116
2018;Matinha (MA);23256
2018;Matinhas (PB);4516
2018;Matinhos (PR);34207
2018;Matipó (MG);18808
2018;Mato Castelhano (RS);2538
2018;Mato Grosso (PB);2889
2018;Mato Leitão (RS);4456
2018;Mato Queimado (RS);1665
2018;Mato Rico (PR);3340
2018;Mato Verde (MG);12508
2018;Matões (MA);33615
2018;Matões do Norte (MA);16451
2018;Matos Costa (SC);2560
2018;Matozinhos (MG);37473
2018;Matrinchã (GO);4366
2018;Matriz de Camaragibe (AL);24649
2018;Matupá (MT);16334
2018;Maturéia (PB);6506
2018;Matutina (MG);3758
2018;Mauá (SP);468148
2018;Mauá da Serra (PR);10397
2018;Maués (AM);62755
2018;Maurilândia (GO);13829
2018;Maurilândia do Tocantins (TO);3403
2018;Mauriti (CE);46854
2018;Maxaranguape (RN);12194
2018;Maximiliano de Almeida (RS);4443
2018;Mazagão (AP);21206
2018;Medeiros (MG);3771
2018;Medeiros Neto (BA);22659
2018;Medianeira (PR);45812
2018;Medicilândia (PA);31213
2018;Medina (MG);20882
2018;Meleiro (SC);7028
2018;Melgaço (PA);27415
2018;Mendes (RJ);18578
2018;Mendes Pimentel (MG);6446
2018;Mendonça (SP);5413
2018;Mercedes (PR);5493
2018;Mercês (MG);10720
2018;Meridiano (SP);3848
2018;Meruoca (CE);15030
2018;Mesópolis (SP);1910
2018;Mesquita (MG);5666
2018;Mesquita (RJ);175620
2018;Messias (AL);17676
2018;Messias Targino (RN);4568
2018;Miguel Alves (PI);33684
2018;Miguel Calmon (BA);26159
2018;Miguel Leão (PI);1250
2018;Miguel Pereira (RJ);25493
2018;Miguelópolis (SP);22093
2018;Milagres (BA);11009
2018;Milagres (CE);28466
2018;Milagres do Maranhão (MA);8445
2018;Milhã (CE);13241
2018;Milton Brandão (PI);6617
2018;Mimoso de Goiás (GO);2612
2018;Mimoso do Sul (ES);26191
2018;Minaçu (GO);29353
2018;Minador do Negrão (AL);5337
2018;Minas do Leão (RS);8045
2018;Minas Novas (MG);31471
2018;Minduri (MG);3896
2018;Mineiros (GO);65420
2018;Mineiros do Tietê (SP);12849
2018;Ministro Andreazza (RO);9762
2018;Mira Estrela (SP);3066
2018;Mirabela (MG);13557
2018;Miracatu (SP);19919
2018;Miracema (RJ);27195
2018;Miracema do Tocantins (TO);18566
2018;Mirador (MA);21000
2018;Mirador (PR);2231
2018;Miradouro (MG);10721
2018;Miraguaí (RS);4824
2018;Miraí (MG);14913
2018;Miraíma (CE);13669
2018;Miranda (MS);27795
2018;Miranda do Norte (MA);28001
2018;Mirandiba (PE);15308
2018;Mirandópolis (SP);29418
2018;Mirangaba (BA);18195
2018;Miranorte (TO);13375
2018;Mirante (BA);8844
2018;Mirante da Serra (RO);11080
2018;Mirante do Paranapanema (SP);18178
2018;Miraselva (PR);1816
2018;Mirassol (SP);59333
2018;Mirassol d'Oeste (MT);27536
2018;Mirassolândia (SP);4822
2018;Miravânia (MG);4861
2018;Mirim Doce (SC);2336
2018;Mirinzal (MA);14913
2018;Missal (PR);10700
2018;Missão Velha (CE);35662
2018;Mocajuba (PA);30736
2018;Mococa (SP);68788
2018;Modelo (SC);4200
2018;Moeda (MG);4904
2018;Moema (MG);7479
2018;Mogeiro (PB);13308
2018;Mogi das Cruzes (SP);440769
2018;Mogi Guaçu (SP);150713
2018;Mogi Mirim (SP);92715
2018;Moiporá (GO);1557
2018;Moita Bonita (SE);11322
2018;Moju (PA);80988
2018;Mojuí dos Campos (PA);15982
2018;Mombaça (CE);44060
2018;Mombuca (SP);3478
2018;Monção (MA);33201
2018;Monções (SP);2252
2018;Mondaí (SC);11592
2018;Mongaguá (SP);55731
2018;Monjolos (MG);2240
2018;Monsenhor Gil (PI);10565
2018;Monsenhor Hipólito (PI);7729
2018;Monsenhor Paulo (MG);8648
2018;Monsenhor Tabosa (CE);17167
2018;Montadas (PB);5598
2018;Montalvânia (MG);15012
2018;Montanha (ES);18770
2018;Montanhas (RN);11295
2018;Montauri (RS);1466
2018;Monte Alegre (PA);57900
2018;Monte Alegre (RN);22239
2018;Monte Alegre de Goiás (GO);8527
2018;Monte Alegre de Minas (MG);20999
2018;Monte Alegre de Sergipe (SE);15120
2018;Monte Alegre do Piauí (PI);10611
2018;Monte Alegre do Sul (SP);7964
2018;Monte Alegre dos Campos (RS);3220
2018;Monte Alto (SP);50216
2018;Monte Aprazível (SP);24794
2018;Monte Azul (MG);21017
2018;Monte Azul Paulista (SP);19050
2018;Monte Belo (MG);13180
2018;Monte Belo do Sul (RS);2564
2018;Monte Carlo (SC);9824
2018;Monte Carmelo (MG);47682
2018;Monte Castelo (SC);8280
2018;Monte Castelo (SP);4166
2018;Monte das Gameleiras (RN);2127
2018;Monte do Carmo (TO);7827
2018;Monte Formoso (MG);4889
2018;Monte Horebe (PB);4789
2018;Monte Mor (SP);58765
2018;Monte Negro (RO);15695
2018;Monte Santo (BA);49565
2018;Monte Santo de Minas (MG);21534
2018;Monte Santo do Tocantins (TO);2263
2018;Monte Sião (MG);23569
2018;Monteiro (PB);33007
2018;Monteiro Lobato (SP);4608
2018;Monteirópolis (AL);7153
2018;Montenegro (RS);64788
2018;Montes Altos (MA);9209
2018;Montes Claros (MG);404804
2018;Montes Claros de Goiás (GO);8063
2018;Montezuma (MG);8180
2018;Montividiu (GO);13115
2018;Montividiu do Norte (GO);4449
2018;Morada Nova (CE);62069
2018;Morada Nova de Minas (MG);8815
2018;Moraújo (CE);8689
2018;Moreilândia (PE);11270
2018;Moreira Sales (PR);12201
2018;Moreno (PE);62263
2018;Mormaço (RS);3056
2018;Morpará (BA);8542
2018;Morretes (PR);16366
2018;Morrinhos (CE);22354
2018;Morrinhos (GO);45716
2018;Morrinhos do Sul (RS);2979
2018;Morro Agudo (SP);32641
2018;Morro Agudo de Goiás (GO);2264
2018;Morro Cabeça no Tempo (PI);4533
2018;Morro da Fumaça (SC);17642
2018;Morro da Garça (MG);2488
2018;Morro do Chapéu (BA);35383
2018;Morro do Chapéu do Piauí (PI);6781
2018;Morro do Pilar (MG);3211
2018;Morro Grande (SC);2898
2018;Morro Redondo (RS);6546
2018;Morro Reuter (RS);6344
2018;Morros (MA);19292
2018;Mortugaba (BA);12031
2018;Morungaba (SP);13458
2018;Mossâmedes (GO);4377
2018;Mossoró (RN);294076
2018;Mostardas (RS);12760
2018;Motuca (SP);4720
2018;Mozarlândia (GO);15444
2018;Muaná (PA);39783
2018;Mucajaí (RR);17528
2018;Mucambo (CE);14485
2018;Mucugê (BA);9244
2018;Muçum (RS);4948
2018;Mucuri (BA);41221
2018;Mucurici (ES);5552
2018;Muitos Capões (RS);3151
2018;Muliterno (RS);1888
2018;Mulungu (CE);12892
2018;Mulungu (PB);9878
2018;Mulungu do Morro (BA);11114
2018;Mundo Novo (BA);26575
2018;Mundo Novo (GO);5066
2018;Mundo Novo (MS);18256
2018;Munhoz (MG);6065
2018;Munhoz de Melo (PR);3958
2018;Muniz Ferreira (BA);7399
2018;Muniz Freire (ES);17613
2018;Muquém do São Francisco (BA);11280
2018;Muqui (ES);15370
2018;Muriaé (MG);108113
2018;Muribeca (SE);7610
2018;Murici (AL);28137
2018;Murici dos Portelas (PI);9105
2018;Muricilândia (TO);3514
2018;Muritiba (BA);29387
2018;Murutinga do Sul (SP);4466
2018;Mutuípe (BA);22156
2018;Mutum (MG);26997
2018;Mutunópolis (GO);3793
2018;Muzambinho (MG);20594
2018;Nacip Raydan (MG);3219
2018;Nantes (SP);3103
2018;Nanuque (MG);40839
2018;Não-Me-Toque (RS);17484
2018;Naque (MG);6939
2018;Narandiba (SP);4809
2018;Natal (RN);877640
2018;Natalândia (MG);3314
2018;Natércia (MG);4731
2018;Natividade (RJ);15324
2018;Natividade (TO);9239
2018;Natividade da Serra (SP);6681
2018;Natuba (PB);10458
2018;Navegantes (SC);79285
2018;Naviraí (MS);54051
2018;Nazaré (BA);28451
2018;Nazaré (TO);3959
2018;Nazaré da Mata (PE);32366
2018;Nazaré do Piauí (PI);7356
2018;Nazaré Paulista (SP);18346
2018;Nazareno (MG);8555
2018;Nazarezinho (PB);7312
2018;Nazária (PI);8536
2018;Nazário (GO);9022
2018;Neópolis (SE);18735
2018;Nepomuceno (MG);26709
2018;Nerópolis (GO);29293
2018;Neves Paulista (SP);8936
2018;Nhamundá (AM);20899
2018;Nhandeara (SP);11427
2018;Nicolau Vergueiro (RS);1689
2018;Nilo Peçanha (BA);13914
2018;Nilópolis (RJ);162269
2018;Nina Rodrigues (MA);14264
2018;Ninheira (MG);10263
2018;Nioaque (MS);14085
2018;Nipoã (SP);5126
2018;Niquelândia (GO);46039
2018;Nísia Floresta (RN);27260
2018;Niterói (RJ);511786
2018;Nobres (MT);15338
2018;Nonoai (RS);11760
2018;Nordestina (BA);13095
2018;Normandia (RR);11045
2018;Nortelândia (MT);6056
2018;Nossa Senhora Aparecida (SE);8783
2018;Nossa Senhora da Glória (SE);36514
2018;Nossa Senhora das Dores (SE);26460
2018;Nossa Senhora das Graças (PR);4008
2018;Nossa Senhora de Lourdes (SE);6470
2018;Nossa Senhora de Nazaré (PI);4847
2018;Nossa Senhora do Livramento (MT);13231
